gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureYears,TotalServices,ChurnBinary,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Risk_Segment,Predicted Churn Score
Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,0.0,2,1,1.0,2,45.3,1,2,1,121,At-Risk Newbies,Medium Risk,70
Male,0,Yes,No,67.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,Yes,5.0,7,1,67.0,7,7040.85,5,5,5,555,Champions,Medium-High Risk,30
Male,0,Yes,No,52.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,No,4.0,6,0,52.0,6,3865.45,5,4,4,544,Champions,Low Risk,20
Male,0,Yes,Yes,62.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,No,5.0,8,0,62.0,8,6825.65,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,No,16.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,No,1.0,4,0,16.0,4,1340.1,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,1,Yes,No,5.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,0.0,4,1,5.0,4,371.65,2,3,2,232,Average Customers,High Risk,90
Male,0,No,No,12.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184.0,No,1.0,5,0,12.0,5,1184.0,3,3,3,333,Loyal Customers,Medium-High Risk,30
Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,No,6.0,9,0,72.0,9,8477.7,5,5,5,555,Champions,Medium-High Risk,30
Male,1,No,No,71.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,No,5.0,7,0,71.0,7,7382.85,5,5,5,555,Champions,Medium-High Risk,30
Female,0,Yes,No,24.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,456.85,No,2.0,1,0,24.0,1,456.85,4,1,2,412,Lost Customers,Medium Risk,10
Female,0,No,No,15.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,331.6,No,1.0,1,0,15.0,1,331.6,4,1,2,412,Lost Customers,Medium Risk,10
Male,0,Yes,No,67.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,Yes,5.0,5,1,67.0,5,6056.15,5,3,5,535,Loyal Customers,Medium-High Risk,30
Male,0,No,Yes,2.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No,0.0,5,0,2.0,5,134.6,1,3,1,131,Average Customers,Low Risk,60
Female,0,Yes,Yes,5.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,No,0.0,1,0,5.0,1,125.5,2,1,1,211,At-Risk Newbies,Medium Risk,70
Female,0,Yes,No,15.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,Yes,1.0,4,1,15.0,4,1390.6,4,3,3,433,Loyal Customers,Medium-High Risk,50
Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,0.0,1,1,1.0,1,20.2,1,1,1,111,At-Risk Newbies,Medium Risk,70
Male,0,Yes,Yes,41.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,No,3.0,5,0,41.0,5,2511.3,5,3,4,534,Loyal Customers,Low Risk,0
Female,0,No,Yes,43.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,No,3.0,5,0,43.0,5,2737.05,5,3,4,534,Loyal Customers,Medium-High Risk,20
Male,1,Yes,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,No,0.0,3,0,1.0,3,74.3,1,2,1,121,At-Risk Newbies,High Risk,90
Female,1,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,0.0,2,0,1.0,2,70.6,1,2,1,121,At-Risk Newbies,High Risk,100
Female,0,Yes,Yes,26.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,2.0,4,1,26.0,4,2361.8,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,0,No,No,22.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes,1.0,4,1,22.0,4,1730.35,4,3,3,433,Loyal Customers,Medium-High Risk,50
Male,0,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55,6404.0,No,5.0,9,0,71.0,9,6404.0,5,5,5,555,Champions,Low Risk,20
Male,0,No,No,7.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.45,165.35,No,0.0,1,0,7.0,1,165.35,3,1,1,311,Average Customers,Medium Risk,50
Female,1,No,No,28.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,No,2.0,6,0,28.0,6,1867.6,5,4,3,543,Loyal Customers,Medium Risk,20
Male,1,No,No,16.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,1043.3,No,1.0,2,0,16.0,2,1043.3,4,2,3,423,Lost Customers,Medium-High Risk,40
Male,0,No,No,7.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.5,128.6,No,0.0,1,0,7.0,1,128.6,3,1,1,311,Average Customers,Medium Risk,50
Female,0,No,No,69.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,No,5.0,8,0,69.0,8,7455.45,5,5,5,555,Champions,Medium-High Risk,30
Female,0,No,Yes,1.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.7,24.7,No,0.0,1,0,1.0,1,24.7,1,1,1,111,At-Risk Newbies,Medium Risk,70
Male,0,No,No,3.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,No,0.0,6,0,3.0,6,206.15,1,4,1,141,Average Customers,High Risk,80
Male,1,No,No,21.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,Yes,1.0,5,1,21.0,5,2030.3,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,0,Yes,No,69.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,No,5.0,5,0,69.0,5,5869.4,5,3,5,535,Loyal Customers,Medium-High Risk,50
Female,0,Yes,No,71.0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,No,5.0,5,0,71.0,5,3377.8,5,3,4,534,Loyal Customers,Low Risk,0
Female,0,Yes,Yes,69.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.4,1346.2,No,5.0,1,0,69.0,1,1346.2,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,No,No,48.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,No,4.0,7,0,48.0,7,4946.05,5,5,5,555,Champions,Medium-High Risk,50
Male,0,Yes,No,47.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,Yes,3.0,5,1,47.0,5,4065.0,5,3,4,534,Loyal Customers,Medium-High Risk,50
Female,0,No,No,2.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,Yes,0.0,3,1,2.0,3,106.55,1,2,1,121,At-Risk Newbies,Medium-High Risk,60
Male,0,No,No,45.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,No,3.0,8,0,45.0,8,4964.7,5,5,5,555,Champions,Medium-High Risk,50
Male,0,No,No,51.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,No,4.0,4,0,51.0,4,4085.75,5,3,4,534,Loyal Customers,Medium-High Risk,50
Female,0,Yes,No,22.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,Yes,1.0,7,1,22.0,7,1742.75,4,5,3,453,Loyal Customers,Medium-High Risk,40
Male,0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,No,6.0,9,0,72.0,9,6224.8,5,5,5,555,Champions,Low Risk,20
Male,0,Yes,Yes,37.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,3415.25,No,3.0,6,0,37.0,6,3415.25,5,4,4,544,Champions,Medium-High Risk,50
Male,0,Yes,Yes,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,No,5.0,9,0,71.0,9,6325.25,5,5,5,555,Champions,Medium-High Risk,20
Male,0,Yes,Yes,7.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.7,340.25,Yes,0.0,3,1,7.0,3,340.25,3,2,2,322,Average Customers,Medium-High Risk,60
Female,0,No,No,66.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.15,1683.6,No,5.0,2,0,66.0,2,1683.6,5,2,3,523,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,51.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,No,4.0,6,0,51.0,6,3966.3,5,4,4,544,Champions,Low Risk,20
Female,0,Yes,Yes,30.0,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.55,608.5,No,2.0,1,0,30.0,1,608.5,5,1,2,512,Lost Customers,Medium Risk,10
Female,0,No,No,34.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,No,2.0,4,0,34.0,4,2896.6,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,64.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.8,1514.85,No,5.0,2,0,64.0,2,1514.85,5,2,3,523,Lost Customers,Medium Risk,10
Male,1,Yes,No,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,No,5.0,7,0,65.0,7,6792.45,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,47.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2,No,3.0,7,0,47.0,7,4669.2,5,5,5,555,Champions,Medium-High Risk,50
Female,0,No,No,1.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes,0.0,5,1,1.0,5,95.6,1,3,1,131,Average Customers,High Risk,90
Female,0,No,No,49.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Yes,4.0,5,1,49.0,5,2934.3,5,3,4,534,Loyal Customers,Low Risk,20
Female,0,Yes,Yes,67.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),94.1,6302.8,No,5.0,6,0,67.0,6,6302.8,5,4,5,545,Champions,Medium-High Risk,30
Male,0,No,Yes,39.0,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.35,779.2,No,3.0,1,0,39.0,1,779.2,5,1,2,512,Lost Customers,Medium Risk,10
Male,0,No,No,14.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,283.75,No,1.0,1,0,14.0,1,283.75,4,1,2,412,Lost Customers,Medium Risk,30
Female,1,No,No,43.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes,3.0,7,1,43.0,7,4600.7,5,5,5,555,Champions,Medium-High Risk,50
Male,1,No,No,56.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,5594.0,No,4.0,6,0,56.0,6,5594.0,5,4,5,545,Champions,Medium-High Risk,50
Female,0,No,No,14.0,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,772.85,No,1.0,4,0,14.0,4,772.85,4,3,2,432,Average Customers,Low Risk,0
Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,Yes,0.0,2,1,1.0,2,71.35,1,2,1,121,At-Risk Newbies,High Risk,100
Male,0,Yes,Yes,16.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.85,857.8,No,1.0,4,0,16.0,4,857.8,4,3,2,432,Average Customers,Low Risk,0
Male,0,Yes,Yes,70.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,No,5.0,7,0,70.0,7,7554.05,5,5,5,555,Champions,Medium-High Risk,50
Male,1,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,No,6.0,8,0,72.0,8,5981.65,5,5,5,555,Champions,Medium Risk,20
Female,0,Yes,Yes,23.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,No,1.0,3,0,23.0,3,1702.9,4,2,3,423,Lost Customers,Medium-High Risk,50
Male,0,No,Yes,21.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.7,467.15,No,1.0,2,0,21.0,2,467.15,4,2,2,422,Lost Customers,Medium Risk,30
Female,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.15,20.15,Yes,0.0,1,1,1.0,1,20.15,1,1,1,111,At-Risk Newbies,Medium Risk,70
Male,0,No,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Yes,0.0,2,1,1.0,2,69.75,1,2,1,121,At-Risk Newbies,Medium-High Risk,80
Female,1,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931.0,Yes,2.0,5,1,32.0,5,2931.0,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,17.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,Yes,1.0,3,1,17.0,3,1400.85,4,2,3,423,Lost Customers,Medium-High Risk,50
Female,0,No,No,4.0,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.65,137.85,Yes,0.0,3,1,4.0,3,137.85,2,2,1,221,At-Risk Newbies,Medium-High Risk,60
Female,0,No,No,36.0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,No,3.0,4,0,36.0,4,1941.5,5,3,3,533,Loyal Customers,Medium-High Risk,0
Female,0,No,No,50.0,No,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.7,1932.75,No,4.0,4,0,50.0,4,1932.75,5,3,3,533,Loyal Customers,Low Risk,0
Female,0,Yes,Yes,48.0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,No,4.0,2,0,48.0,2,1423.05,5,2,3,523,Lost Customers,Medium Risk,30
Female,0,No,Yes,50.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.15,970.85,No,4.0,1,0,50.0,1,970.85,5,1,3,513,Lost Customers,Medium Risk,10
Male,0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.55,5810.9,No,6.0,8,0,72.0,8,5810.9,5,5,5,555,Champions,Low Risk,20
Male,0,No,Yes,10.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.8,223.9,No,0.0,2,0,10.0,2,223.9,3,2,1,321,Average Customers,Medium Risk,70
Female,0,No,No,18.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.65,391.7,No,1.0,1,0,18.0,1,391.7,4,1,2,412,Lost Customers,Medium Risk,30
Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,Yes,0.0,3,1,1.0,3,79.95,1,2,1,121,At-Risk Newbies,High Risk,90
Female,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.3,19.3,Yes,0.0,1,1,1.0,1,19.3,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Male,0,No,No,9.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,No,0.0,5,0,9.0,5,811.65,3,3,2,332,Average Customers,High Risk,90
Male,0,No,No,2.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.75,174.75,No,0.0,5,0,2.0,5,174.75,1,3,1,131,Average Customers,High Risk,90
Female,0,Yes,No,40.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,No,3.0,4,0,40.0,4,3126.85,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,0,Yes,No,69.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,No,5.0,6,0,69.0,6,6841.45,5,4,5,545,Champions,Medium-High Risk,30
Female,0,Yes,No,37.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.2,3754.6,Yes,3.0,7,1,37.0,7,3754.6,5,5,4,554,Champions,Medium-High Risk,30
Male,0,No,Yes,18.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,No,1.0,4,0,18.0,4,1406.65,4,3,3,433,Loyal Customers,Medium-High Risk,50
Male,1,Yes,No,11.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,834.7,No,0.0,2,0,11.0,2,834.7,3,2,2,322,Average Customers,High Risk,100
Female,0,Yes,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes,0.0,4,1,8.0,4,627.4,3,3,2,332,Average Customers,High Risk,90
Female,0,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,Yes,0.0,3,1,3.0,3,242.0,1,2,1,121,At-Risk Newbies,High Risk,90
Male,0,Yes,Yes,55.0,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.45,3157.0,No,4.0,4,0,55.0,4,3157.0,5,3,4,534,Loyal Customers,Low Risk,0
Male,0,Yes,No,33.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092.0,No,2.0,6,0,33.0,6,3092.0,5,4,4,544,Champions,Medium-High Risk,50
Female,0,No,No,46.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,No,3.0,2,0,46.0,2,2168.9,5,2,4,524,High Spenders,Medium Risk,30
Male,0,No,No,34.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.1,980.35,No,2.0,2,0,34.0,2,980.35,5,2,3,523,Lost Customers,Medium Risk,10
Female,0,No,No,3.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.2,65.95,No,0.0,1,0,3.0,1,65.95,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Male,0,Yes,Yes,30.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,21.25,711.9,No,2.0,1,0,30.0,1,711.9,5,1,2,512,Lost Customers,Medium Risk,10
Female,0,No,No,33.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,59.4,1952.8,No,2.0,5,0,33.0,5,1952.8,5,3,3,533,Loyal Customers,Medium-High Risk,0
Male,0,Yes,Yes,45.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.0,4368.85,No,3.0,6,0,45.0,6,4368.85,5,4,4,544,Champions,Medium-High Risk,30
Male,0,No,No,40.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1,No,3.0,5,0,40.0,5,2647.1,5,3,4,534,Loyal Customers,Low Risk,20
Female,0,No,No,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.65,8477.6,No,5.0,9,0,71.0,9,8477.6,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,1.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.35,54.35,Yes,0.0,4,1,1.0,4,54.35,1,3,1,131,Average Customers,Medium-High Risk,60
Female,0,Yes,Yes,72.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.45,4528.0,No,6.0,7,0,72.0,7,4528.0,5,5,5,555,Champions,Low Risk,0
Female,0,Yes,Yes,22.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,No,1.0,3,0,22.0,3,1790.65,4,2,3,423,Lost Customers,Medium-High Risk,50
Male,0,Yes,Yes,46.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.2,845.6,No,3.0,1,0,46.0,1,845.6,5,1,2,512,Lost Customers,Medium Risk,10
Female,0,Yes,Yes,55.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,21.0,1210.3,No,4.0,1,0,55.0,1,1210.3,5,1,3,513,Lost Customers,Medium Risk,10
Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45,20.45,No,0.0,1,0,1.0,1,20.45,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,No,No,12.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.85,854.45,No,1.0,6,0,12.0,6,854.45,3,4,2,342,Average Customers,Low Risk,20
Male,0,No,No,31.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1,No,2.0,4,0,31.0,4,2429.1,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,0,Yes,No,5.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,100.4,Yes,0.0,1,1,5.0,1,100.4,2,1,1,211,At-Risk Newbies,Medium-High Risk,70
Female,0,Yes,Yes,67.0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.5,5229.45,No,5.0,6,0,67.0,6,5229.45,5,4,5,545,Champions,Medium-High Risk,20
Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,No,0.0,2,0,1.0,2,44.45,1,2,1,121,At-Risk Newbies,Medium Risk,70
Male,0,Yes,No,40.0,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,1716.45,Yes,3.0,4,1,40.0,4,1716.45,5,3,3,533,Loyal Customers,Medium-High Risk,0
Male,0,Yes,Yes,41.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,No,3.0,7,0,41.0,7,3023.55,5,5,4,554,Champions,Low Risk,40
Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,Yes,0.0,3,1,1.0,3,75.3,1,2,1,121,At-Risk Newbies,High Risk,90
Male,0,No,No,51.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8,4837.6,Yes,4.0,6,1,51.0,6,4837.6,5,4,5,545,Champions,Medium-High Risk,30
Male,0,Yes,Yes,42.0,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,No,3.0,5,0,42.0,5,2032.3,5,3,3,533,Loyal Customers,Low Risk,0
Male,0,Yes,Yes,23.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,436.9,No,1.0,1,0,23.0,1,436.9,4,1,2,412,Lost Customers,Medium Risk,10
Female,1,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,Yes,0.0,2,1,1.0,2,70.55,1,2,1,121,At-Risk Newbies,High Risk,100
Female,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.15,20.15,No,0.0,1,0,1.0,1,20.15,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,No,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,No,4.0,7,0,56.0,7,5893.95,5,5,5,555,Champions,Medium-High Risk,50
Male,0,No,Yes,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,No,1.0,5,0,15.0,5,1430.05,4,3,3,433,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,12.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.4,313.0,No,1.0,2,0,12.0,2,313.0,3,2,2,322,Average Customers,Medium Risk,10
Female,0,Yes,Yes,54.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,No,4.0,6,0,54.0,6,3871.85,5,4,4,544,Champions,Low Risk,0
Female,0,No,No,7.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,No,0.0,4,0,7.0,4,458.1,3,3,2,332,Average Customers,Medium-High Risk,60
